State,Date,deltaconfirmed,deltarecovered,deltatested,deltaother,deltadeceased,deltavaccinated1,deltavaccinated2,delta7confirmed,delta7recovered,delta7tested,delta7other,delta7deceased,delta7vaccinated1,delta7vaccinated2,totalconfirmed,totalrecovered,totaltested,totalother,totaldeceased,totalvaccinated1,totalvaccinated2
Jharkhand,02-05-2021,4738,4541,25421,,115,2913,4336,42725,31358,269601,,953,94381,74582,244472,183009,6977983,,2944,2653045,493777
Jharkhand,03-05-2021,6899,5614,51527,,129,7179,10311,44083,32954,285233,,958,85429,73416,251371,188623,7029510,,3073,2660224,504088
Jharkhand,04-05-2021,5974,5810,36209,,132,7307,10983,43931,34517,288336,,959,78368,75072,257345,194433,7065719,,3205,2667531,515071
Jharkhand,05-05-2021,5770,5804,35486,,141,7692,14736,41626,35959,253065,,951,72019,79842,263115,200237,7101205,,3346,2675223,529807
Jharkhand,06-05-2021,6974,5740,91764,,133,7801,11537,42639,36944,308538,,939,63665,77570,270089,205977,7192969,,3479,2683024,541344
Jharkhand,07-05-2021,5973,5293,47909,,136,8153,13114,42651,38235,319611,,955,55187,76324,276062,211270,7240878,,3615,2691177,554458
Jharkhand,08-05-2021,6112,5953,45658,,141,8831,15244,42440,38755,333974,,927,49876,80261,282174,217223,7286536,,3756,2700008,569702
Jharkhand,09-05-2021,4169,6461,37644,,97,6418,9180,41871,40675,346197,,909,53381,85105,286343,223684,7324180,,3853,2706426,578882
Jharkhand,10-05-2021,6187,6962,100756,,129,11497,17125,41159,42023,395426,,909,57699,91919,292530,230646,7424936,,3982,2717923,596007
Jharkhand,11-05-2021,4365,7631,52712,,103,11325,20328,39550,43844,411929,,880,61717,101264,296895,238277,7477648,,4085,2729248,616335
Jharkhand,12-05-2021,4362,8331,48105,,97,11925,14543,38142,46371,424548,,836,65950,101071,301257,246608,7525753,,4182,2741173,630878
Jharkhand,13-05-2021,4991,6882,59078,,108,9369,13075,36159,47513,391862,,811,67518,102609,306248,253490,7584831,,4290,2750542,643953
Jharkhand,14-05-2021,3776,7112,55028,,76,40180,8545,33962,49332,398981,,751,99545,98040,310024,260602,7639859,,4366,2790722,652498
Jharkhand,15-05-2021,3157,6762,52939,,65,49233,9352,31007,50141,406262,,675,139947,92148,313181,267364,7692798,,4431,2839955,661850
Jharkhand,16-05-2021,2321,7119,42945,,48,41491,1659,29159,50799,411563,,626,175020,84627,315502,274483,7735743,,4479,2881446,663509
Jharkhand,17-05-2021,2507,5463,52887,,60,52922,1818,25479,49300,363694,,557,216445,69320,318009,279946,7788630,,4539,2934368,665327
Jharkhand,18-05-2021,2925,4859,56623,,62,50128,1158,24039,46528,367605,,516,255248,50150,320934,284805,7845253,,4601,2984496,666485
Jharkhand,19-05-2021,1894,4528,48971,,53,48401,1745,21571,42725,368471,,472,291724,37352,322828,289333,7894224,,4654,3032897,668230
Jharkhand,20-05-2021,2056,4326,50504,,60,85000,4597,18636,40169,359897,,424,367355,28874,324884,293659,7944728,,4714,3117897,672827
Jharkhand,21-05-2021,2151,4117,54146,,46,46393,2022,17011,37174,359015,,394,373568,22351,327035,297776,7998874,,4760,3164290,674849
Jharkhand,22-05-2021,2037,3929,60579,,41,35344,1711,15891,34341,366655,,370,359679,14710,329072,301705,8059453,,4801,3199634,676560
Jharkhand,23-05-2021,1345,4375,41251,,37,43902,1931,14915,31597,364961,,359,362090,14982,330417,306080,8100704,,4838,3243536,678491
Jharkhand,24-05-2021,1394,3291,48088,,33,48019,2574,13802,29425,360162,,332,357187,15738,331811,309371,8148792,,4871,3291555,681065
Jharkhand,25-05-2021,1247,3155,58572,,20,36495,3154,12124,27721,362111,,290,343554,17734,333058,312526,8207364,,4891,3328050,684219
Jharkhand,26-05-2021,977,2403,42453,,19,22248,2140,11207,25596,355593,,256,317401,18129,334035,314929,8249817,,4910,3350298,686359
Jharkhand,27-05-2021,695,1778,29155,,16,14287,1945,9846,23048,334244,,212,246688,15477,334730,316707,8278972,,4926,3364585,688304
Jharkhand,28-05-2021,687,1982,56674,,20,26491,5078,8382,20913,336772,,186,226786,18533,335417,318689,8335646,,4946,3391076,693382
Jharkhand,29-05-2021,823,1647,54289,,13,32851,6943,7168,18631,330482,,158,224293,23765,336240,320336,8389935,,4959,3423927,700325
Jharkhand,30-05-2021,703,1724,44553,,19,26572,4185,6526,15980,333784,,140,206963,26019,336943,322060,8434488,,4978,3450499,704510
Jharkhand,31-05-2021,831,1816,56486,,13,32910,5514,5963,14505,342182,,120,191854,28959,337774,323876,8490974,,4991,3483409,710024
Jharkhand,01-06-2021,609,1449,53945,,9,27823,4992,5325,12799,337555,,109,183182,30797,338383,325325,8544919,,5000,3511232,715016
Jharkhand,02-06-2021,532,1272,60021,,11,31459,6131,4880,11668,355123,,101,192393,34788,338915,326597,8604940,,5011,3542691,721147
Jharkhand,03-06-2021,1015,775,51125,,10,36602,5064,5200,10665,377093,,95,214708,37907,339930,327372,8656065,,5021,3579293,726211
Jharkhand,04-06-2021,478,1170,60621,,13,65559,6008,4991,9853,381040,,88,253776,38837,340408,328542,8716686,,5034,3644852,732219
Jharkhand,05-06-2021,517,1098,57289,,12,83959,6386,4685,9304,384040,,87,304884,38280,340925,329640,8773975,,5046,3728811,738605
Jharkhand,06-06-2021,293,838,40440,,8,73928,4196,4275,8418,379927,,76,352240,38291,341218,330478,8814415,,5054,3802739,742801
Jharkhand,07-06-2021,358,726,47226,,6,55524,6125,3802,7328,370667,,69,374854,38902,341576,331204,8861641,,5060,3858263,748926
Jharkhand,08-06-2021,603,803,36739,,13,53304,6022,3796,6682,353461,,73,400335,39932,342179,332007,8898380,,5073,3911567,754948
Jharkhand,09-06-2021,302,615,40265,,3,56530,6439,3566,6025,333705,,65,425406,40240,342481,332622,8938645,,5076,3968097,761387
Jharkhand,10-06-2021,293,557,44591,,5,64182,4468,2844,5807,327171,,60,452986,39644,342774,333179,8983236,,5081,4032279,765855
Jharkhand,11-06-2021,291,584,39338,,1,86462,7117,2657,5221,305888,,48,473889,40753,343065,333763,9022574,,5082,4118741,772972
Jharkhand,12-06-2021,239,493,43653,,,87106,12430,2379,4616,292252,,36,477036,46797,343304,334256,9066227,,5082,4205847,785402
Jharkhand,13-06-2021,154,723,35472,,2,93601,12956,2240,4501,287284,,30,496709,55557,343458,334979,9101699,,5084,4299448,798358
Jharkhand,14-06-2021,151,483,38711,,1,80902,16775,2033,4258,278769,,25,522087,66207,343609,335462,9140410,,5085,4380350,815133
Jharkhand,15-06-2021,184,596,34684,,4,56468,15470,1614,4051,276714,,16,525251,75655,343793,336058,9175094,,5089,4436818,830603
Jharkhand,16-06-2021,190,587,41065,,3,58648,14476,1502,4023,277514,,16,527369,83692,343983,336645,9216159,,5092,4495466,845079
Jharkhand,17-06-2021,146,443,42323,,3,71567,13163,1355,3909,275246,,14,534754,92387,344129,337088,9258482,,5095,4567033,858242
Jharkhand,18-06-2021,141,274,39496,,2,86399,17647,1205,3599,275404,,15,534691,102917,344270,337362,9297978,,5097,4653432,875889
Jharkhand,19-06-2021,135,305,44086,,2,101678,17571,1101,3411,275837,,17,549263,108058,344405,337667,9342064,,5099,4755110,893460
Jharkhand,20-06-2021,138,181,42443,,,109233,15431,1085,2869,282808,,15,564895,110533,344543,337848,9384507,,5099,4864343,908891
Jharkhand,21-06-2021,122,228,50725,,1,83763,17123,1056,2614,294822,,15,567756,110881,344665,338076,9435232,,5100,4948106,926014
Jharkhand,22-06-2021,110,180,130310,,2,94561,18314,982,2198,390448,,13,605849,113725,344775,338256,9565542,,5102,5042667,944328
Jharkhand,23-06-2021,139,190,63944,,2,115302,18798,931,1801,413327,,12,662503,118047,344914,338446,9629486,,5104,5157969,963126
Jharkhand,24-06-2021,114,252,50454,,2,103658,15413,899,1610,421458,,11,694594,120297,345028,338698,9679940,,5106,5261627,978539
Jharkhand,25-06-2021,133,172,51770,,1,147900,16211,891,1508,433732,,10,756095,118861,345161,338870,9731710,,5107,5409527,994750
Jharkhand,26-06-2021,98,166,52645,,3,128164,16656,854,1369,442291,,11,782581,117946,345259,339036,9784355,,5110,5537691,1011406
Jharkhand,27-06-2021,81,163,39629,,1,103289,17336,797,1351,439477,,12,776637,119851,345340,339199,9823984,,5111,5640980,1028742
Jharkhand,28-06-2021,90,115,56088,,,84191,17173,765,1238,444840,,11,777065,119901,345430,339314,9880072,,5111,5725171,1045915
Jharkhand,29-06-2021,95,149,55604,,2,46961,12652,750,1207,370134,,11,729465,114239,345525,339463,9935676,,5113,5772132,1058567
Jharkhand,30-06-2021,85,120,47995,,,18115,5733,696,1137,354185,,9,632278,101174,345610,339583,9983671,,5113,5790247,1064300
Jharkhand,01-07-2021,96,156,51924,,,31214,7762,678,1041,355655,,7,559834,93523,345706,339739,10035595,,5113,5821461,1072062
Jharkhand,02-07-2021,88,111,48687,,,25060,5628,633,980,352572,,6,436994,82940,345794,339850,10084282,,5113,5846521,1077690
Jharkhand,03-07-2021,91,116,53266,,1,103124,33468,626,930,353193,,4,411954,99752,345885,339966,10137548,,5114,5949645,1111158
Jharkhand,04-07-2021,52,198,44912,,1,104366,36023,597,965,358476,,4,413031,118439,345937,340164,10182460,,5115,6054011,1147181
Jharkhand,05-07-2021,46,93,49659,,2,73704,27479,553,943,352047,,6,402544,128745,345983,340257,10232119,,5117,6127715,1174660
Jharkhand,06-07-2021,55,108,65991,,1,101215,42167,513,902,362434,,5,456798,158260,346038,340365,10298110,,5118,6228930,1216827
Jharkhand,07-07-2021,75,98,44510,,,48148,21884,503,880,358949,,5,486831,174411,346113,340463,10342620,,5118,6277078,1238711
Jharkhand,08-07-2021,55,110,47347,,1,24646,9388,462,834,354372,,6,480263,176037,346168,340573,10389967,,5119,6301724,1248099
Jharkhand,09-07-2021,55,82,50858,,,16902,6700,429,805,356543,,6,472105,177109,346223,340655,10440825,,5119,6318626,1254799
Jharkhand,10-07-2021,56,82,53333,,,49768,26731,394,771,356610,,5,418749,170372,346279,340737,10494158,,5119,6368394,1281530
Jharkhand,11-07-2021,49,61,38868,,,17646,7211,391,634,350566,,4,332029,141560,346328,340798,10533026,,5119,6386040,1288741
Jharkhand,12-07-2021,43,64,43712,,,14845,5055,388,605,344619,,2,273170,119136,346371,340862,10576738,,5119,6400885,1293796
Jharkhand,13-07-2021,40,82,58976,,1,124498,54552,373,579,337604,,2,296453,131521,346411,340944,10635714,,5120,6525383,1348348
Jharkhand,14-07-2021,68,71,49245,,,60206,36559,366,552,342339,,2,308511,146196,346479,341015,10684959,,5120,6585589,1384907
Jharkhand,15-07-2021,54,62,50649,,,34813,13811,365,504,345641,,1,318678,150619,346533,341077,10735608,,5120,6620402,1398718
Jharkhand,16-07-2021,55,51,56552,,,107492,61522,365,473,351335,,1,409268,205441,346588,341128,10792160,,5120,6727894,1460240
Jharkhand,17-07-2021,61,64,61849,,,67301,23816,370,455,359851,,1,426801,202526,346649,341192,10854009,,5120,6795195,1484056
Jharkhand,18-07-2021,32,42,82957,,,28992,8726,353,436,403940,,1,438147,204041,346681,341234,10936966,,5120,6824187,1492782
Jharkhand,19-07-2021,64,53,23761,,2,24887,7855,374,425,383989,,3,448189,206841,346745,341287,10960727,,5122,6849074,1500637
Jharkhand,20-07-2021,33,49,53185,,,15382,6160,367,392,378198,,2,339073,158449,346778,341336,11013912,,5122,6864456,1506797
Jharkhand,21-07-2021,46,51,52218,,,68599,30042,345,372,381171,,2,347466,151932,346824,341387,11066130,,5122,6933055,1536839
Jharkhand,22-07-2021,22,32,64936,,,47949,22967,313,342,395458,,2,360602,161088,346846,341419,11131066,,5122,6981004,1559806
Jharkhand,23-07-2021,39,45,61196,,,27365,9066,297,336,400102,,2,280475,108632,346885,341464,11192262,,5122,7008369,1568872
Jharkhand,24-07-2021,33,54,70596,,2,112241,39743,269,326,408849,,4,325415,124559,346918,341518,11262858,,5124,7120610,1608615
Jharkhand,25-07-2021,28,50,55817,,,121491,34641,265,334,381709,,4,417914,150474,346946,341568,11318675,,5124,7242101,1643256
Jharkhand,26-07-2021,37,45,54215,,,110244,32768,238,326,412163,,2,503271,175387,346983,341613,11372890,,5124,7352345,1676024
Jharkhand,27-07-2021,39,37,60461,,1,84820,22742,244,314,419439,,3,572709,191969,347022,341650,11433351,,5125,7437165,1698766
Jharkhand,28-07-2021,27,36,58148,,1,58996,14951,225,299,425369,,4,563106,176878,347049,341686,11491499,,5126,7496161,1713717
Jharkhand,29-07-2021,56,34,62306,,,118714,40589,259,301,422739,,4,633871,194500,347105,341720,11553805,,5126,7614875,1754306
Jharkhand,30-07-2021,32,29,51265,,2,75202,27717,252,285,412808,,6,681708,213151,347137,341749,11605070,,5128,7690077,1782023
Jharkhand,31-07-2021,36,44,56045,,,139910,32050,255,275,398257,,4,709377,205458,347173,341793,11661115,,5128,7829987,1814073
Jharkhand,01-08-2021,27,24,47907,,1,54176,20792,254,249,390347,,5,642062,191609,347200,341817,11709022,,5129,7884163,1834865
Jharkhand,02-08-2021,23,38,41744,,,53006,22930,240,242,377876,,5,584824,181771,347223,341855,11750766,,5129,7937169,1857795
Jharkhand,03-08-2021,23,28,67851,,,57415,24511,224,233,385266,,4,557419,183540,347246,341883,11818617,,5129,7994584,1882306
Jharkhand,04-08-2021,30,41,49946,,,46143,16147,227,238,377064,,3,544566,184736,347276,341924,11868563,,5129,8040727,1898453
Jharkhand,05-08-2021,28,28,54894,,,50705,17538,199,232,369652,,3,476557,161685,347304,341952,11923457,,5129,8091432,1915991
Jharkhand,06-08-2021,32,28,57510,,1,68369,18312,199,231,375897,,2,469724,152280,347336,341980,11980967,,5130,8159801,1934303
Jharkhand,07-08-2021,37,42,52947,,,100023,26692,200,229,372799,,2,429837,146922,347373,342022,12033914,,5130,8259824,1960995
Jharkhand,08-08-2021,19,29,45604,,,57495,16833,192,234,370496,,1,433156,142963,347392,342051,12079518,,5130,8317319,1977828
Jharkhand,09-08-2021,14,23,52985,,,71215,19358,183,219,381737,,1,451365,139391,347406,342074,12132503,,5130,8388534,1997186
Jharkhand,10-08-2021,34,28,51844,,,61601,21133,194,219,365730,,1,455551,136013,347440,342102,12184347,,5130,8450135,2018319
Jharkhand,11-08-2021,14,26,55108,,,112455,31811,178,204,370892,,1,521863,151677,347454,342128,12239455,,5130,8562590,2050130
Jharkhand,12-08-2021,44,29,50603,,,76735,29114,194,205,366601,,1,547893,163253,347498,342157,12290058,,5130,8639325,2079244
Jharkhand,13-08-2021,32,19,53122,,1,55858,21738,194,196,362213,,1,535382,166679,347530,342176,12343180,,5131,8695183,2100982
Jharkhand,14-08-2021,28,34,56611,,,103779,34089,185,188,365877,,1,539138,174076,347558,342210,12399791,,5131,8798962,2135071
Jharkhand,15-08-2021,27,30,35616,,,27013,9208,193,189,355889,,1,508656,166451,347585,342240,12435407,,5131,8825975,2144279
Jharkhand,16-08-2021,35,13,40217,,,101291,30919,214,179,343121,,1,538732,178012,347620,342253,12475624,,5131,8927266,2175198
Jharkhand,17-08-2021,15,33,47635,,1,74588,26590,195,184,338912,,2,551719,183469,347635,342286,12523259,,5132,9001854,2201788
Jharkhand,18-08-2021,32,24,46621,,,117238,34022,213,182,330425,,2,556502,185680,347667,342310,12569880,,5132,9119092,2235810
Jharkhand,19-08-2021,23,25,53848,,,69227,24447,192,178,333670,,2,548994,181013,347690,342335,12623728,,5132,9188319,2260257
Jharkhand,20-08-2021,17,25,53066,,,54567,26909,177,184,333614,,1,547703,186184,347707,342360,12676794,,5132,9242886,2287166
Jharkhand,21-08-2021,18,20,91412,,,39350,17472,167,170,368415,,1,483274,169567,347725,342380,12768206,,5132,9282236,2304638
Jharkhand,22-08-2021,5,41,37023,,,39389,12274,145,181,369822,,1,495650,172633,347730,342421,12805229,,5132,9321625,2316912
Jharkhand,23-08-2021,18,30,24909,,,125323,39371,128,198,354514,,1,519682,181085,347748,342451,12830138,,5132,9446948,2356283
Jharkhand,24-08-2021,7,19,63703,,,140160,36606,120,184,370582,,,585254,191101,347755,342470,12893841,,5132,9587108,2392889
Jharkhand,25-08-2021,8,21,62379,,,126041,32138,96,181,386340,,,594057,189217,347763,342491,12956220,,5132,9713149,2425027
Jharkhand,26-08-2021,31,32,68185,,,92011,27593,104,188,400677,,,616841,192363,347794,342523,13024405,,5132,9805160,2452620
Jharkhand,27-08-2021,21,14,82252,,,78863,24288,108,177,429863,,,641137,189742,347815,342537,13106657,,5132,9884023,2476908
Jharkhand,28-08-2021,14,18,66483,,,,,104,175,404934,,,601787,172270,347829,342555,13173140,,5132,9884023,2476908
Jharkhand,29-08-2021,13,11,55996,,,183636,60343,112,145,423907,,,746034,220339,347842,342566,13229136,,5132,10067659,2537251
Jharkhand,30-08-2021,13,19,55054,,,117357,34688,107,134,454052,,,738068,215656,347855,342585,13284190,,5132,10185016,2571939
Jharkhand,31-08-2021,12,20,69866,,,150919,42345,112,135,460215,,,748827,221395,347867,342605,13354056,,5132,10335935,2614284
Jharkhand,01-09-2021,27,20,69154,,,164176,48912,131,134,466990,,,786962,238169,347894,342625,13423210,,5132,10500111,2663196
Jharkhand,02-09-2021,28,22,62493,,,117292,37848,128,124,461298,,,812243,248424,347922,342647,13485703,,5132,10617403,2701044
Jharkhand,03-09-2021,11,13,73268,,,132181,43584,118,123,452314,,,865561,267720,347933,342660,13558971,,5132,10749584,2744628
Jharkhand,04-09-2021,9,16,52718,,1,129543,47371,113,121,438549,,1,995104,315091,347942,342676,13611689,,5133,10879127,2791999
Jharkhand,05-09-2021,15,16,47216,,,149801,50559,115,126,429769,,1,961269,305307,347957,342692,13658905,,5133,11028928,2842558
Jharkhand,06-09-2021,18,24,51067,,,167591,51900,120,131,425782,,1,1011503,322519,347975,342716,13709972,,5133,11196519,2894458
Jharkhand,07-09-2021,14,11,56155,,,145579,46964,122,122,412071,,1,1006163,327138,347989,342727,13766127,,5133,11342098,2941422
Jharkhand,08-09-2021,23,13,50045,,,112895,37473,118,115,392962,,1,954882,315699,348012,342740,13816172,,5133,11454993,2978895
Jharkhand,09-09-2021,27,12,49950,,,73956,26575,117,105,380419,,1,911546,304426,348039,342752,13866122,,5133,11528949,3005470
Jharkhand,10-09-2021,16,28,41830,,,114465,45479,122,120,348981,,1,893830,306321,348055,342780,13907952,,5133,11643414,3050949
Jharkhand,11-09-2021,7,21,43368,,,115456,51072,120,125,339631,,,879743,310022,348062,342801,13951320,,5133,11758870,3102021
Jharkhand,12-09-2021,11,12,49943,,,118621,52218,116,121,342358,,,848563,311681,348073,342813,14001263,,5133,11877491,3154239
Jharkhand,13-09-2021,6,16,46881,,,127982,59149,104,113,338172,,,808954,318930,348079,342829,14048144,,5133,12005473,3213388
Jharkhand,14-09-2021,7,13,44792,,,106242,48622,97,115,326809,,,769617,320588,348086,342842,14092936,,5133,12111715,3262010
Jharkhand,15-09-2021,10,11,41387,,,97848,47404,84,113,318151,,,754570,330519,348096,342853,14134323,,5133,12209563,3309414
Jharkhand,16-09-2021,6,14,43547,,,91437,48233,63,115,311748,,,772051,352177,348102,342867,14177870,,5133,12301000,3357647
Jharkhand,17-09-2021,9,17,45902,,,82942,37321,56,104,315820,,,740528,344019,348111,342884,14223772,,5133,12383942,3394968
Jharkhand,18-09-2021,3,23,42580,,,91670,51481,52,106,315032,,,716742,344428,348114,342907,14266352,,5133,12475612,3446449
Jharkhand,19-09-2021,2,20,36895,,,101999,48429,43,114,301984,,,700120,340639,348116,342927,14303247,,5133,12577611,3494878
Jharkhand,20-09-2021,9,10,40527,,,121466,66659,46,108,295630,,,693604,348149,348125,342937,14343774,,5133,12699077,3561537
Jharkhand,21-09-2021,14,4,38767,,,121254,66028,53,99,289605,,,708616,365555,348139,342941,14382541,,5133,12820331,3627565
Jharkhand,22-09-2021,7,9,36939,,,135230,71350,50,97,285157,,,745998,389501,348146,342950,14419480,,5133,12955561,3698915
Jharkhand,23-09-2021,16,14,50174,,,93656,57272,60,97,291784,,,748217,398540,348162,342964,14469654,,5133,13049217,3756187
Jharkhand,24-09-2021,12,5,53100,,,124714,65839,63,85,298982,,,789989,427058,348174,342969,14522754,,5133,13173931,3822026
Jharkhand,25-09-2021,15,5,49121,,,91845,57230,75,67,305523,,,790164,432807,348189,342974,14571875,,5133,13265776,3879256
Jharkhand,26-09-2021,5,7,41116,,,81921,50508,78,54,309744,,,770086,434886,348194,342981,14612991,,5133,13347697,3929764
Jharkhand,27-09-2021,4,5,41796,,,85821,53662,73,49,311013,,,734441,421889,348198,342986,14654787,,5133,13433518,3983426
Jharkhand,28-09-2021,11,12,56217,,2,73532,45102,70,57,328463,,2,686719,400963,348209,342998,14711004,,5135,13507050,4028528
Jharkhand,29-09-2021,6,4,45447,,,56276,39001,69,52,336971,,2,607765,368614,348215,343002,14756451,,5135,13563326,4067529
Jharkhand,30-09-2021,11,6,45410,,,53968,38706,64,44,332207,,2,568077,350048,348226,343008,14801861,,5135,13617294,4106235
Jharkhand,01-10-2021,12,8,53682,,,80532,62544,64,47,332789,,2,523895,346753,348238,343016,14855543,,5135,13697826,4168779
Jharkhand,02-10-2021,17,7,43113,,,55990,50576,66,49,326781,,2,488040,340099,348255,343023,14898656,,5135,13753816,4219355
Jharkhand,03-10-2021,9,8,37030,,,60275,44633,70,50,322695,,2,466394,334224,348264,343031,14935686,,5135,13814091,4263988
Jharkhand,04-10-2021,8,16,,,,80203,59822,74,61,280899,,2,460776,340384,348272,343047,14935686,,5135,13894294,4323810
Jharkhand,05-10-2021,8,14,83430,,,69117,51460,71,63,308112,,,456361,346742,348280,343061,15019116,,5135,13963411,4375270
Jharkhand,06-10-2021,7,8,41263,,,74744,53476,72,67,303928,,,474829,361217,348287,343069,15060379,,5135,14038155,4428746
Jharkhand,07-10-2021,27,9,36365,,,51079,38204,88,70,294883,,,471940,360715,348314,343078,15096744,,5135,14089234,4466950
Jharkhand,08-10-2021,20,9,40207,,,72772,51525,96,71,281408,,,464180,349696,348334,343087,15136951,,5135,14162006,4518475
Jharkhand,09-10-2021,9,13,49378,,,48695,40923,88,77,287673,,,456885,340043,348343,343100,15186329,,5135,14210701,4559398
Jharkhand,10-10-2021,9,9,36539,,,46618,37073,88,78,287182,,,443228,332483,348352,343109,15222868,,5135,14257319,4596471
Jharkhand,11-10-2021,13,8,40086,,,52636,39726,93,70,327268,,,415661,312387,348365,343117,15262954,,5135,14309955,4636197
Jharkhand,12-10-2021,16,9,38160,,,28151,29984,101,65,281998,,,374695,290911,348381,343126,15301114,,5135,14338106,4666181
Jharkhand,13-10-2021,14,8,35619,,,14942,16184,108,65,276354,,,314893,253619,348395,343134,15336733,,5135,14353048,4682365
Jharkhand,14-10-2021,11,7,29666,,,5969,6017,92,63,269655,,,269783,221432,348406,343141,15366399,,5135,14359017,4688382
Jharkhand,15-10-2021,9,9,27762,,,2647,2418,81,63,257210,,,199658,172325,348415,343150,15394161,,5135,14361664,4690800
Jharkhand,16-10-2021,8,15,25634,,,18429,27077,80,65,233466,,,169392,158479,348423,343165,15419795,,5135,14380093,4717877
Jharkhand,17-10-2021,7,8,31999,,,26382,35291,78,64,228926,,,149156,156697,348430,343173,15451794,,5135,14406475,4753168
Jharkhand,18-10-2021,14,11,31610,,,40447,53677,79,67,220450,,,136967,170648,348444,343184,15483404,,5135,14446922,4806845
Jharkhand,19-10-2021,17,14,37895,,,43470,63562,80,72,220185,,,152286,204226,348461,343198,15521299,,5135,14490392,4870407
Jharkhand,20-10-2021,25,11,,,,46174,63234,91,75,184566,,,183518,251276,348486,343209,15521299,,5135,14536566,4933641
Jharkhand,21-10-2021,40,16,,,,37735,52380,120,84,154900,,,215284,297639,348526,343225,15521299,,5135,14574301,4986021
Jharkhand,22-10-2021,36,19,,,,42482,62236,147,94,127138,,,255119,357457,348562,343244,15521299,,5135,14616783,5048257
Jharkhand,23-10-2021,30,11,,,,39453,54940,169,90,101504,,,276143,385320,348592,343255,15521299,,5135,14656236,5103197
Jharkhand,24-10-2021,35,13,,,,30823,54138,197,95,69505,,,280584,404167,348627,343268,15521299,,5135,14687059,5157335
Jharkhand,25-10-2021,32,61,,,,41039,64176,215,145,37895,,,281176,414666,348659,343329,15521299,,5135,14728098,5221511
Jharkhand,26-10-2021,18,23,,,,44249,70746,216,154,,,,281955,421850,348677,343352,15521299,,5135,14772347,5292257
Jharkhand,27-10-2021,28,56,,,,47014,68444,219,199,,,,282795,427060,348705,343408,15521299,,5135,14819361,5360701
Jharkhand,28-10-2021,15,21,,,2,37212,57975,194,204,,,2,282272,432655,348720,343429,15521299,,5137,14856573,5418676
Jharkhand,29-10-2021,16,76,393944,,1,46867,61796,174,261,393944,,3,286657,432215,348736,343505,15915243,,5138,14903440,5480472
Jharkhand,30-10-2021,18,5,39397,,,42172,53688,162,255,433341,,3,289376,430963,348754,343510,15954640,,5138,14945612,5534160
Jharkhand,31-10-2021,10,8,31238,,,41034,51488,137,250,464579,,3,299587,428313,348764,343518,15985878,,5138,14986646,5585648
Jammu and Kashmir,09-03-2020,1,,,,,,,1,,,,,,,1,,,,,,
Jammu and Kashmir,10-03-2020,,,,,,,,1,,,,,,,1,,,,,,
Jammu and Kashmir,11-03-2020,,,,,,,,1,,,,,,,1,,,,,,
Jammu and Kashmir,12-03-2020,,,,,,,,1,,,,,,,1,,,,,,
Jammu and Kashmir,13-03-2020,1,,,,,,,2,,,,,,,2,,,,,,
Jammu and Kashmir,14-03-2020,,,,,,,,2,,,,,,,2,,,,,,
Jammu and Kashmir,15-03-2020,,,,,,,,2,,,,,,,2,,,,,,
Jammu and Kashmir,16-03-2020,1,,,,,,,2,,,,,,,3,,,,,,
Jammu and Kashmir,17-03-2020,,,,,,,,2,,,,,,,3,,,,,,
Jammu and Kashmir,18-03-2020,1,,,,,,,3,,,,,,,4,,,,,,
Jammu and Kashmir,19-03-2020,,,,,,,,3,,,,,,,4,,,,,,
Jammu and Kashmir,20-03-2020,,,,,,,,2,,,,,,,4,,,,,,
Jammu and Kashmir,21-03-2020,,,,,,,,2,,,,,,,4,,,,,,
Jammu and Kashmir,22-03-2020,,,,,,,,2,,,,,,,4,,,,,,
Jammu and Kashmir,23-03-2020,,,,,,,,1,,,,,,,4,,,,,,
Jammu and Kashmir,24-03-2020,2,,,,,,,3,,,,,,,6,,,,,,
Jammu and Kashmir,25-03-2020,5,,,,,,,7,,,,,,,11,,,,,,
Jammu and Kashmir,26-03-2020,3,,,,,,,10,,,,,,,14,,,,,,
Jammu and Kashmir,27-03-2020,6,,,,,,,16,,,,,,,20,,,,,,
Jammu and Kashmir,28-03-2020,13,,,,,,,29,,,,,,,33,,,,,,
Jammu and Kashmir,29-03-2020,5,1,,,1,,,34,1,,,1,,,38,1,,,1,,
Jammu and Kashmir,30-03-2020,11,,,,,,,45,1,,,1,,,49,1,,,1,,
Jammu and Kashmir,31-03-2020,6,,,,1,,,49,1,,,2,,,55,1,,,2,,
Jammu and Kashmir,01-04-2020,7,1,,,,,,51,2,,,2,,,62,2,,,2,,
Jammu and Kashmir,02-04-2020,8,1,,,,,,56,3,,,2,,,70,3,,,2,,
Jammu and Kashmir,03-04-2020,5,,,,,,,55,3,,,2,,,75,3,,,2,,
Jammu and Kashmir,04-04-2020,17,,,,,,,59,3,,,2,,,92,3,,,2,,
Jammu and Kashmir,05-04-2020,14,1,,,,,,68,3,,,1,,,106,4,,,2,,
Jammu and Kashmir,06-04-2020,3,,,,,,,60,3,,,1,,,109,4,,,2,,
Jammu and Kashmir,07-04-2020,16,,,,1,,,70,3,,,1,,,125,4,,,3,,
Jammu and Kashmir,08-04-2020,33,2,,,,,,96,4,,,1,,,158,6,,,3,,
Jammu and Kashmir,09-04-2020,26,,,,1,,,114,3,,,2,,,184,6,,,4,,
Jammu and Kashmir,10-04-2020,23,,2961,,,,,132,3,2961,,2,,,207,6,2961,,4,,
