State,District,Confirmed,Active,Recovered,Deceased,Migrated_Other,Delta_Confirmed,Delta_Active,Delta_Recovered,Delta_Deceased,District_Notes,Last_Updated
State Unassigned,Unassigned,0,0,0,0,0,0,0,0,0,,
Andaman and Nicobar Islands,Nicobars,0,0,0,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
Andaman and Nicobar Islands,North and Middle Andaman,1,0,1,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
Andaman and Nicobar Islands,South Andaman,51,19,32,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
Andhra Pradesh,Foreign Evacuees,434,0,434,0,0,0,0,0,0,,
Andhra Pradesh,Anantapur,157843,51,156699,1093,0,0,0,0,0,,
Andhra Pradesh,Chittoor,246935,844,244144,1947,0,0,0,0,0,,
Andhra Pradesh,East Godavari,293836,936,291610,1290,0,0,0,0,0,,
Andhra Pradesh,Guntur,178068,202,176629,1237,0,0,0,0,0,,
Andhra Pradesh,Krishna,119348,788,117130,1430,0,0,0,0,0,,
Andhra Pradesh,Kurnool,124142,25,123264,853,0,0,0,0,0,,
Andhra Pradesh,Other State,2461,0,2461,0,0,0,0,0,0,,
Andhra Pradesh,Prakasam,138482,369,136989,1124,0,0,0,0,0,,
Andhra Pradesh,S.P.S. Nellore,146388,416,144919,1053,0,0,0,0,0,,
Andhra Pradesh,Srikakulam,123109,187,122136,786,0,0,0,0,0,,
Andhra Pradesh,Visakhapatnam,157737,118,156492,1127,0,0,0,0,0,,
Andhra Pradesh,Vizianagaram,82967,64,82231,672,0,0,0,0,0,,
Andhra Pradesh,West Godavari,179077,280,177680,1117,0,0,0,0,0,,
Andhra Pradesh,Y.S.R. Kadapa,115623,75,114904,644,0,0,0,0,0,,
Arunachal Pradesh,Anjaw,1068,0,1065,3,0,0,0,0,0,,
Arunachal Pradesh,Changlang,3807,5,3780,22,0,0,0,0,0,,
Arunachal Pradesh,East Kameng,1094,0,1094,0,0,0,0,0,0,,
Arunachal Pradesh,East Siang,3206,6,3183,17,0,0,0,0,0,,
Arunachal Pradesh,Kamle,512,0,512,0,0,0,0,0,0,,
Arunachal Pradesh,Kra Daadi,270,0,270,0,0,0,0,0,0,,
Arunachal Pradesh,Kurung Kumey,511,0,510,1,0,0,0,0,0,,
Arunachal Pradesh,Lepa Rada,874,0,871,3,0,0,0,0,0,,
Arunachal Pradesh,Lohit,2885,8,2851,26,0,0,0,0,0,,
Arunachal Pradesh,Longding,752,1,749,2,0,0,0,0,0,,
Arunachal Pradesh,Lower Dibang Valley,2426,18,2397,11,0,0,0,0,0,,
Arunachal Pradesh,Lower Siang,738,0,730,8,0,0,0,0,0,,
Arunachal Pradesh,Lower Subansiri,3036,6,3015,15,0,0,0,0,0,,
Arunachal Pradesh,Namsai,2124,5,2102,17,0,0,0,0,0,,
Arunachal Pradesh,Pakke Kessang,453,0,453,0,0,0,0,0,0,,
Arunachal Pradesh,Papum Pare,18316,6,18212,98,0,0,0,0,0,,
Arunachal Pradesh,Shi Yomi,262,1,261,0,0,0,0,0,0,,
Arunachal Pradesh,Siang,411,0,408,3,0,0,0,0,0,,
Arunachal Pradesh,Tawang,2577,24,2533,20,0,0,0,0,0,,
Arunachal Pradesh,Tirap,1109,2,1102,5,0,0,0,0,0,,
Arunachal Pradesh,Upper Dibang Valley,337,0,335,2,0,0,0,0,0,,
Arunachal Pradesh,Upper Siang,1016,0,1015,1,0,0,0,0,0,,
Arunachal Pradesh,Upper Subansiri,1958,0,1952,6,0,0,0,0,0,,
Arunachal Pradesh,West Kameng,3545,13,3518,14,0,0,0,0,0,,
Arunachal Pradesh,West Siang,1868,6,1856,6,0,0,0,0,0,,
Assam,Airport Quarantine,13,0,13,0,0,0,0,0,0,,
Assam,Baksa,6411,5900,447,64,0,0,0,0,0,,
Assam,Barpeta,13451,12250,1024,177,0,0,0,0,0,,
Assam,Biswanath,9289,8854,379,56,0,0,0,0,0,,
Assam,Bongaigaon,6407,5500,834,73,0,0,0,0,0,,
Assam,Cachar,24471,22772,1498,201,0,0,0,0,0,,
Assam,Charaideo,3726,3566,105,55,0,0,0,0,0,,
Assam,Chirang,2729,2471,219,39,0,0,0,0,0,,
Assam,Darrang,11268,9427,1730,111,0,0,0,0,0,,
Assam,Dhemaji,7778,7293,440,45,0,0,0,0,0,,
Assam,Dhubri,8012,6743,1215,54,0,0,0,0,0,,
Assam,Dibrugarh,34200,31398,2409,393,0,0,0,0,0,,
Assam,Dima Hasao,3556,3341,199,16,0,0,0,0,0,,
Assam,Goalpara,10937,38,568,88,0,0,0,0,0,,
Assam,Golaghat,23902,21986,1656,260,0,0,0,0,0,,
Assam,Hailakandi,6145,4995,1116,34,0,0,0,0,0,,
Assam,Hojai,7448,6173,1160,115,0,0,0,0,0,,
Assam,Jorhat,25468,23394,1752,322,0,0,0,0,0,,
Assam,Kamrup,32751,30409,2074,268,0,0,0,0,0,,
Assam,Kamrup Metropolitan,110571,94335,15370,866,0,0,0,0,0,,
Assam,Karbi Anglong,7276,6607,552,117,0,0,0,0,0,,
Assam,Karimganj,7990,6941,955,94,0,0,0,0,0,,
Assam,Kokrajhar,5564,5146,353,65,0,0,0,0,0,,
Assam,Lakhimpur,15624,14373,1135,116,0,0,0,0,0,,
Assam,Majuli,2010,1917,80,13,0,0,0,0,0,,
Assam,Morigaon,13607,12974,557,76,0,0,0,0,0,,
Assam,Nagaon,24689,21973,2506,210,0,0,0,0,0,,
Assam,Nalbari,10851,9903,828,120,0,0,0,0,0,,
Assam,Other State,192,191,1,0,0,0,0,0,0,,
Assam,Sivasagar,11356,10704,473,179,0,0,0,0,0,,
Assam,Sonitpur,21252,19289,1727,236,0,0,0,0,0,,
Assam,South Salmara Mankachar,1848,1784,47,17,0,0,0,0,0,,
Assam,Tinsukia,19936,17884,1798,254,0,0,0,0,0,,
Assam,Udalguri,5854,5109,666,79,0,0,0,0,0,,
Assam,West Karbi Anglong,1374,1331,37,6,0,0,0,0,0,,
Bihar,Araria,14978,3,14859,116,0,0,0,0,0,,
Bihar,Arwal,7381,0,7307,74,0,0,0,0,0,,
Bihar,Aurangabad,20011,0,19936,75,0,0,0,0,0,,
Bihar,Banka,7379,0,7267,112,0,0,0,0,0,,
Bihar,Begusarai,27212,1,26754,457,0,0,0,0,0,,
Bihar,Bhagalpur,25840,0,25531,309,0,0,0,0,0,,
Bihar,Bhojpur,10210,0,10051,159,0,0,0,0,0,,
Bihar,Buxar,9248,0,9066,182,0,0,0,0,0,,
Bihar,Darbhanga,10937,0,10567,370,0,0,0,0,0,,
Bihar,East Champaran,19017,2,18585,430,0,0,0,0,0,,
Bihar,Gaya,33952,0,33672,280,0,0,0,0,0,,
Bihar,Gopalganj,16685,0,16591,94,0,0,0,0,0,,
Bihar,Jamui,9418,0,9312,106,0,0,0,0,0,,
Bihar,Jehanabad,10783,0,10674,109,0,0,0,0,0,,
Bihar,Kaimur,4984,0,4837,147,0,0,0,0,0,,
Bihar,Katihar,18145,0,18051,94,0,0,0,0,0,,
Bihar,Khagaria,10064,0,9976,88,0,0,0,0,0,,
Bihar,Kishanganj,10128,5,10057,66,0,0,0,0,0,,
Bihar,Lakhisarai,7776,0,7674,102,0,0,0,0,0,,
Bihar,Madhepura,12547,1,12435,111,0,0,0,0,0,,
Bihar,Madhubani,18365,3,18023,339,0,0,0,0,0,,
Bihar,Munger,15111,0,14953,158,0,0,0,0,0,,
Bihar,Muzaffarpur,31398,0,30777,621,0,0,0,0,0,,
Bihar,Nalanda,23432,0,22964,468,0,0,0,0,0,,
Bihar,Nawada,10353,1,10174,178,0,0,0,0,0,,
Bihar,Patna,147007,22,144651,2334,0,0,0,0,0,,
Bihar,Purnia,24427,0,24247,180,0,0,0,0,0,,
Bihar,Rohtas,13980,2,13707,271,0,0,0,0,0,,
Bihar,Saharsa,17616,0,17482,134,0,0,0,0,0,,
Bihar,Samastipur,20020,1,19864,155,0,0,0,0,0,,
Bihar,Saran,23278,3,23020,255,0,0,0,0,0,,
Bihar,Sheikhpura,7693,0,7618,75,0,0,0,0,0,,
Bihar,Sheohar,4404,0,4368,36,0,0,0,0,0,,
Bihar,Sitamarhi,9185,0,9058,127,0,0,0,0,0,,
Bihar,Siwan,15195,0,15025,170,0,0,0,0,0,,
Bihar,Supaul,17222,0,17093,129,0,0,0,0,0,,
Bihar,Vaishali,19827,2,19632,192,1,0,0,0,0,,
Bihar,West Champaran,20890,0,20532,358,0,0,0,0,0,,
Chandigarh,Chandigarh,65351,36,64495,820,0,0,0,0,0,,
Chhattisgarh,Other State,805,8,666,131,0,0,0,0,0,,
Chhattisgarh,Balod,27278,2,26880,396,0,0,0,0,0,,
Chhattisgarh,Baloda Bazar,43085,3,42611,471,0,0,0,0,0,,
Chhattisgarh,Balrampur,20302,2,20182,118,0,0,0,0,0,,
Chhattisgarh,Bametara,19963,1,19726,236,0,0,0,0,0,,
Chhattisgarh,Bastar,21066,33,20845,188,0,0,0,0,0,,
Chhattisgarh,Bijapur,8324,6,8263,55,0,0,0,0,0,,
Chhattisgarh,Bilaspur,65681,23,64448,1210,0,0,0,0,0,,
Chhattisgarh,Dakshin Bastar Dantewada,10840,6,10809,25,0,0,0,0,0,,
Chhattisgarh,Dhamtari,27239,4,26690,545,0,0,0,0,0,,
Chhattisgarh,Durg,96880,54,95028,1798,0,0,0,0,0,,
Chhattisgarh,Gariaband,19701,1,19506,194,0,0,0,0,0,,
Chhattisgarh,Janjgir Champa,57636,32,56766,838,0,0,0,0,0,,
